image_path,steering
images/frame_20250323_134647_400.jpg,1.000000
images/frame_20250323_134647_426.jpg,1.000000
images/frame_20250323_134647_444.jpg,1.000000
images/frame_20250323_134700_547.jpg,0.010723
images/frame_20250323_134700_584.jpg,0.009571
images/frame_20250323_134700_856.jpg,-0.000879
images/frame_20250323_134700_876.jpg,0.002015
images/frame_20250323_134700_900.jpg,0.001243
images/frame_20250323_134701_207.jpg,0.017650
images/frame_20250323_134701_226.jpg,0.021065
images/frame_20250323_134701_252.jpg,0.022256
images/frame_20250323_134701_446.jpg,0.033822
images/frame_20250323_134701_469.jpg,0.034056
images/frame_20250323_134701_489.jpg,0.032062
images/frame_20250323_134701_515.jpg,0.031340
images/frame_20250323_134701_725.jpg,0.028797
images/frame_20250323_134701_747.jpg,0.027752
images/frame_20250323_134701_780.jpg,0.026293
images/frame_20250323_134701_964.jpg,-0.015368
images/frame_20250323_134701_983.jpg,-0.015260
images/frame_20250323_134702_008.jpg,-0.015165
images/frame_20250323_134702_027.jpg,-0.015336
images/frame_20250323_134702_199.jpg,-0.440739
images/frame_20250323_134702_221.jpg,-0.443860
images/frame_20250323_134702_240.jpg,-0.445755
images/frame_20250323_134702_265.jpg,-0.448770
images/frame_20250323_134702_448.jpg,-0.447823
images/frame_20250323_134702_473.jpg,-0.446789
images/frame_20250323_134702_494.jpg,-0.446210
images/frame_20250323_134702_518.jpg,-0.445549
images/frame_20250323_134702_689.jpg,-0.443815
images/frame_20250323_134702_709.jpg,-0.444453
images/frame_20250323_134702_733.jpg,-0.445240
images/frame_20250323_134702_756.jpg,-0.446292
images/frame_20250323_134702_902.jpg,-0.458339
images/frame_20250323_134702_921.jpg,-0.460790
images/frame_20250323_134702_945.jpg,-0.466055
images/frame_20250323_134702_964.jpg,-0.467302
images/frame_20250323_134703_110.jpg,-0.465476
images/frame_20250323_134703_131.jpg,-0.468134
images/frame_20250323_134703_153.jpg,-0.470861
images/frame_20250323_134703_172.jpg,-0.473260
images/frame_20250323_134703_311.jpg,-0.507373
images/frame_20250323_134703_333.jpg,-0.513434
images/frame_20250323_134703_357.jpg,-0.518703
images/frame_20250323_134703_377.jpg,-0.524347
images/frame_20250323_134703_501.jpg,-0.570309
images/frame_20250323_134703_526.jpg,-0.586600
images/frame_20250323_134703_546.jpg,-0.594645
images/frame_20250323_134703_571.jpg,-0.603700
images/frame_20250323_134703_720.jpg,-0.464865
images/frame_20250323_134703_741.jpg,-0.464350
images/frame_20250323_134703_771.jpg,-0.463749
images/frame_20250323_134703_790.jpg,-0.463258
images/frame_20250323_134703_991.jpg,-0.469883
images/frame_20250323_134704_011.jpg,-0.470904
images/frame_20250323_134704_039.jpg,-0.472012
images/frame_20250323_134704_064.jpg,-0.473681
images/frame_20250323_134704_264.jpg,-0.492620
images/frame_20250323_134704_287.jpg,-0.498108
images/frame_20250323_134704_307.jpg,-0.500762
images/frame_20250323_134704_333.jpg,-0.503404
images/frame_20250323_134704_354.jpg,-0.506267
images/frame_20250323_134704_378.jpg,-0.509894
images/frame_20250323_134704_398.jpg,-0.513136
images/frame_20250323_134704_519.jpg,-0.538109
images/frame_20250323_134704_537.jpg,-0.542855
images/frame_20250323_134704_562.jpg,-0.548176
images/frame_20250323_134704_584.jpg,-0.557836
images/frame_20250323_134704_608.jpg,-0.561542
images/frame_20250323_134704_627.jpg,-0.565571
images/frame_20250323_134704_744.jpg,-0.600739
