image_path,steering
images/frame_20250323_134840_369.jpg,0.436545
images/frame_20250323_134840_395.jpg,0.436463
images/frame_20250323_134840_416.jpg,0.436706
images/frame_20250323_134840_450.jpg,0.437020
images/frame_20250323_134840_804.jpg,0.439251
images/frame_20250323_134840_830.jpg,0.439364
images/frame_20250323_134840_851.jpg,0.439619
images/frame_20250323_134840_874.jpg,0.440097
images/frame_20250323_134841_102.jpg,0.445316
images/frame_20250323_134841_125.jpg,0.446050
images/frame_20250323_134841_149.jpg,0.447941
images/frame_20250323_134841_169.jpg,0.448577
images/frame_20250323_134841_314.jpg,0.453279
images/frame_20250323_134841_335.jpg,0.453803
images/frame_20250323_134841_359.jpg,0.454484
images/frame_20250323_134841_380.jpg,0.455164
images/frame_20250323_134841_552.jpg,0.461875
images/frame_20250323_134841_575.jpg,0.462824
images/frame_20250323_134841_598.jpg,0.463948
images/frame_20250323_134841_618.jpg,0.465406
images/frame_20250323_134841_784.jpg,0.475225
images/frame_20250323_134841_813.jpg,0.478167
images/frame_20250323_134841_832.jpg,0.479502
images/frame_20250323_134841_993.jpg,0.493031
images/frame_20250323_134842_020.jpg,0.494762
images/frame_20250323_134842_039.jpg,0.496152
images/frame_20250323_134842_063.jpg,0.497535
images/frame_20250323_134842_224.jpg,0.511879
images/frame_20250323_134842_249.jpg,0.516354
images/frame_20250323_134842_273.jpg,0.518907
images/frame_20250323_134842_428.jpg,0.532201
images/frame_20250323_134842_454.jpg,0.533570
images/frame_20250323_134842_473.jpg,0.535863
images/frame_20250323_134842_498.jpg,0.537483
images/frame_20250323_134842_730.jpg,0.566294
images/frame_20250323_134842_757.jpg,0.568608
images/frame_20250323_134842_777.jpg,0.571118
images/frame_20250323_134842_802.jpg,0.573582
images/frame_20250323_134842_823.jpg,0.576162
images/frame_20250323_134843_282.jpg,0.644041
images/frame_20250323_134843_310.jpg,0.535242
images/frame_20250323_134843_334.jpg,0.535115
images/frame_20250323_134843_510.jpg,0.532832
images/frame_20250323_134843_532.jpg,0.532512
images/frame_20250323_134843_557.jpg,0.532390
images/frame_20250323_134843_584.jpg,0.532850
images/frame_20250323_134843_734.jpg,0.532862
images/frame_20250323_134843_759.jpg,0.532994
images/frame_20250323_134843_784.jpg,0.532986
images/frame_20250323_134843_804.jpg,0.533382
images/frame_20250323_134843_951.jpg,0.534537
images/frame_20250323_134843_974.jpg,0.534451
images/frame_20250323_134844_000.jpg,0.534616
images/frame_20250323_134844_020.jpg,0.534451
images/frame_20250323_134844_173.jpg,0.535922
images/frame_20250323_134844_197.jpg,0.536231
images/frame_20250323_134844_234.jpg,0.536832
images/frame_20250323_134844_389.jpg,0.538452
images/frame_20250323_134844_417.jpg,0.538667
images/frame_20250323_134844_450.jpg,0.538804
images/frame_20250323_134844_595.jpg,0.541414
images/frame_20250323_134844_621.jpg,0.541854
images/frame_20250323_134844_651.jpg,0.542427
images/frame_20250323_134844_676.jpg,0.543521
images/frame_20250323_134844_874.jpg,0.550592
images/frame_20250323_134844_896.jpg,0.551242
images/frame_20250323_134844_922.jpg,0.552338
images/frame_20250323_134844_944.jpg,0.552911
images/frame_20250323_134845_078.jpg,0.560538
images/frame_20250323_134845_107.jpg,0.562856
images/frame_20250323_134845_127.jpg,0.563844
images/frame_20250323_134845_151.jpg,0.565477
images/frame_20250323_134845_293.jpg,0.575775
images/frame_20250323_134845_320.jpg,0.577233
images/frame_20250323_134845_340.jpg,0.579056
images/frame_20250323_134845_364.jpg,0.581075
images/frame_20250323_134845_537.jpg,0.597763
images/frame_20250323_134845_560.jpg,0.599470
images/frame_20250323_134845_586.jpg,0.601348
images/frame_20250323_134845_731.jpg,0.618378
images/frame_20250323_134845_757.jpg,0.619693
images/frame_20250323_134845_778.jpg,0.622171
images/frame_20250323_134845_802.jpg,0.624734
images/frame_20250323_134845_822.jpg,0.626981
images/frame_20250323_134846_088.jpg,0.663405
images/frame_20250323_134846_118.jpg,0.666480
images/frame_20250323_134846_138.jpg,0.669006
images/frame_20250323_134846_403.jpg,0.711837
images/frame_20250323_134846_426.jpg,0.719194
images/frame_20250323_134846_451.jpg,0.722449
images/frame_20250323_134846_472.jpg,0.726813
images/frame_20250323_134846_653.jpg,0.745532
images/frame_20250323_134846_675.jpg,0.747234
images/frame_20250323_134846_698.jpg,0.749007
images/frame_20250323_134846_719.jpg,0.750561
images/frame_20250323_134846_918.jpg,0.773607
images/frame_20250323_134846_942.jpg,0.775932
images/frame_20250323_134846_967.jpg,0.781197
images/frame_20250323_134847_333.jpg,0.421705
images/frame_20250323_134847_362.jpg,0.421843
images/frame_20250323_134847_385.jpg,0.421496
images/frame_20250323_134847_664.jpg,0.423968
images/frame_20250323_134847_691.jpg,0.424780
images/frame_20250323_134847_711.jpg,0.424945
images/frame_20250323_134847_737.jpg,0.424749
images/frame_20250323_134847_938.jpg,0.427406
images/frame_20250323_134847_960.jpg,0.427211
images/frame_20250323_134847_985.jpg,0.427978
images/frame_20250323_134848_018.jpg,0.428409
images/frame_20250323_134848_265.jpg,0.431967
images/frame_20250323_134848_287.jpg,0.432251
images/frame_20250323_134848_312.jpg,0.432439
images/frame_20250323_134848_332.jpg,0.432629
images/frame_20250323_134848_584.jpg,0.439004
images/frame_20250323_134848_606.jpg,0.440202
images/frame_20250323_134848_632.jpg,0.441149
images/frame_20250323_134848_667.jpg,0.442125
images/frame_20250323_134848_888.jpg,0.452782
images/frame_20250323_134848_911.jpg,0.453367
images/frame_20250323_134848_938.jpg,0.454615
images/frame_20250323_134848_958.jpg,0.455905
images/frame_20250323_134848_983.jpg,0.456612
images/frame_20250323_134849_165.jpg,0.467530
images/frame_20250323_134849_188.jpg,0.469931
images/frame_20250323_134849_213.jpg,0.471075
images/frame_20250323_134849_234.jpg,0.472455
images/frame_20250323_134849_259.jpg,0.474343
images/frame_20250323_134849_438.jpg,0.487280
images/frame_20250323_134849_467.jpg,0.490841
images/frame_20250323_134849_501.jpg,0.493043
images/frame_20250323_134849_525.jpg,0.494756
images/frame_20250323_134849_773.jpg,0.518612
images/frame_20250323_134849_797.jpg,0.520497
images/frame_20250323_134849_821.jpg,0.522262
images/frame_20250323_134849_841.jpg,0.524548
images/frame_20250323_134849_865.jpg,0.526710
images/frame_20250323_134850_092.jpg,0.558576
images/frame_20250323_134850_134.jpg,0.561955
images/frame_20250323_134850_154.jpg,0.567239
images/frame_20250323_134850_180.jpg,0.570048
images/frame_20250323_134850_368.jpg,0.598819
images/frame_20250323_134850_390.jpg,0.602391
images/frame_20250323_134850_417.jpg,0.605261
images/frame_20250323_134850_438.jpg,0.609223
images/frame_20250323_134850_462.jpg,0.612360
images/frame_20250323_134850_641.jpg,0.387711
images/frame_20250323_134850_662.jpg,0.387693
images/frame_20250323_134850_686.jpg,0.387479
images/frame_20250323_134850_710.jpg,0.387104
images/frame_20250323_134850_899.jpg,0.386867
images/frame_20250323_134850_922.jpg,0.386799
images/frame_20250323_134850_951.jpg,0.387268
images/frame_20250323_134850_969.jpg,0.387470
images/frame_20250323_134850_997.jpg,0.388191
images/frame_20250323_134851_201.jpg,0.392092
images/frame_20250323_134851_223.jpg,0.392831
images/frame_20250323_134851_249.jpg,0.393952
images/frame_20250323_134851_268.jpg,0.394176
images/frame_20250323_134851_448.jpg,0.396816
images/frame_20250323_134851_469.jpg,0.396854
images/frame_20250323_134851_493.jpg,0.397903
images/frame_20250323_134851_513.jpg,0.398242
images/frame_20250323_134851_690.jpg,0.403785
images/frame_20250323_134851_717.jpg,0.404124
images/frame_20250323_134851_744.jpg,0.404824
images/frame_20250323_134851_767.jpg,0.406272
images/frame_20250323_134852_140.jpg,0.422740
images/frame_20250323_134852_162.jpg,0.423885
images/frame_20250323_134852_201.jpg,0.425965
images/frame_20250323_134852_358.jpg,0.438457
images/frame_20250323_134852_379.jpg,0.440455
images/frame_20250323_134852_417.jpg,0.443548
images/frame_20250323_134852_581.jpg,0.458666
images/frame_20250323_134852_618.jpg,0.461251
images/frame_20250323_134852_767.jpg,0.475261
images/frame_20250323_134852_793.jpg,0.476591
images/frame_20250323_134852_817.jpg,0.478346
images/frame_20250323_134852_998.jpg,0.491934
images/frame_20250323_134853_034.jpg,0.493083
images/frame_20250323_134853_168.jpg,0.507383
images/frame_20250323_134853_190.jpg,0.509139
images/frame_20250323_134853_214.jpg,0.510423
images/frame_20250323_134853_434.jpg,0.535905
images/frame_20250323_134853_456.jpg,0.538577
images/frame_20250323_134853_480.jpg,0.540926
images/frame_20250323_134853_499.jpg,0.543698
images/frame_20250323_134853_523.jpg,0.545722
images/frame_20250323_134853_544.jpg,0.548687
images/frame_20250323_134853_710.jpg,0.278111
images/frame_20250323_134853_737.jpg,0.277846
images/frame_20250323_134853_757.jpg,0.278001
images/frame_20250323_134854_201.jpg,0.276192
images/frame_20250323_134854_225.jpg,0.276315
images/frame_20250323_134854_250.jpg,0.275610
images/frame_20250323_134854_435.jpg,0.276020
images/frame_20250323_134854_456.jpg,0.276226
images/frame_20250323_134854_484.jpg,0.276032
images/frame_20250323_134854_503.jpg,0.276315
images/frame_20250323_134854_530.jpg,0.276447
images/frame_20250323_134854_707.jpg,0.277781
